price	locate	disk	cpu	ip	memory	band
40.52	CHICAGO, IL	15	4	1	2944	1500
14.23	CHICAGO, IL	20	1	1	512	250
26.94	BUFFALO, NY	15	2	1	1792	1500
59.12	LOS ANGELES, CA	75	4	1	5888	3500
17.14	PISCATAWAY, NJ	30	1	1	1024	1000
30.98	BUFFALO, NY	70	2	1	2432	1500
19.29	DALLAS, TX	35	1	1	1152	500
53.32	PISCATAWAY, NJ	10	3	1	11136	11000
13.44	PISCATAWAY, NJ	10	1	1	1280	1000
33.14	LOS ANGELES, CA	60	2	1	4480	3000
30.69	BUFFALO, NY	15	3	1	1792	1000
29.21	DALLAS, TX	20	2	1	1920	1500
17.62	LOS ANGELES, CA	35	1	1	640	500
59.84	DALLAS, TX	105	4	1	3072	2000
15.98	LOS ANGELES, CA	25	1	1	768	500
16.65	LOS ANGELES, CA	25	1	1	1024	500
30.57	CHICAGO, IL	20	2	1	2048	2000
17.17	CHICAGO, IL	10	1	1	640	500
15.74	LOS ANGELES, CA	25	1	1	768	250
17.47	BUFFALO, NY	15	1	1	2688	1500
42.39	ATLANTA, GA	30	4	1	7424	5500
16.37	BUFFALO, NY	15	1	1	2176	2000
49.91	SEATTLE, WA	65	4	1	2176	1000
25.06	DALLAS, TX	15	2	1	2816	2500
23.48	SEATTLE, WA	45	2	1	1280	500
42.38	ATLANTA, GA	30	4	1	7296	5500
27.55	BUFFALO, NY	40	1	1	1408	1000
39.39	SEATTLE, WA	15	4	1	2432	2000
30.96	PISCATAWAY, NJ	10	1	1	7552	7500
17.21	CHICAGO, IL	10	1	1	640	500
13.61	LOS ANGELES, CA	15	1	1	640	250
19.21	BUFFALO, NY	15	1	1	3584	3500
16.31	LOS ANGELES, CA	25	1	1	768	250
16.92	BUFFALO, NY	15	1	1	2304	2000
30.61	DALLAS, TX	50	1	1	1920	1500
14.10	LOS ANGELES, CA	20	1	1	384	250
22.16	PISCATAWAY, NJ	15	1	1	5120	3000
37.96	BUFFALO, NY	30	2	1	9984	7500
45.72	BUFFALO, NY	15	4	1	5504	3500
42.01	LOS ANGELES, CA	50	4	1	4864	3500
47.12	LOS ANGELES, CA	15	4	1	2304	2000
38.45	BUFFALO, NY	15	4	1	1920	1000
43.78	ATLANTA, GA	15	4	1	4608	4500
36.60	BUFFALO, NY	10	3	1	2816	2500
15.30	BUFFALO, NY	25	1	1	640	500
40.06	LOS ANGELES, CA	15	4	1	2688	1500
38.47	LOS ANGELES, CA	15	3	1	2688	2500
16.50	BUFFALO, NY	30	1	1	768	500
26.26	PISCATAWAY, NJ	15	1	1	7168	7000
29.59	BUFFALO, NY	10	2	1	3072	3000
16.07	BUFFALO, NY	15	1	1	2048	1000
26.34	DALLAS, TX	10	2	1	1408	1000
16.83	LOS ANGELES, CA	30	1	1	512	250
42.86	LOS ANGELES, CA	15	4	1	4096	2500
34.66	BUFFALO, NY	10	1	1	11776	11500
23.81	BUFFALO, NY	15	2	1	2176	2000
16.71	BUFFALO, NY	15	1	1	2304	2000
27.69	DALLAS, TX	10	2	1	2048	2000
36.98	BUFFALO, NY	10	3	1	2944	2500
30.93	LOS ANGELES, CA	15	3	1	1920	1500
22.21	LOS ANGELES, CA	40	2	1	1024	500
17.43	LOS ANGELES, CA	35	1	1	640	250
41.49	ATLANTA, GA	15	4	1	3456	2000
27.19	PISCATAWAY, NJ	15	1	1	7680	7500
16.78	BUFFALO, NY	30	1	1	896	500
36.70	BUFFALO, NY	15	1	1	12288	12000
84.44	LOS ANGELES, CA	135	4	1	12288	12000
18.75	SAN JOSE, CA	25	1	1	640	500
16.85	BUFFALO, NY	15	1	1	2304	2000
28.12	LOS ANGELES, CA	10	2	1	2304	2000
28.56	DALLAS, TX	10	2	1	2560	2500
37.58	BUFFALO, NY	10	3	1	3200	3000
53.02	PISCATAWAY, NJ	15	4	1	9216	6000
15.38	BUFFALO, NY	15	1	1	1664	1000
32.20	BUFFALO, NY	10	1	1	8192	8000
25.62	CHICAGO, IL	50	2	1	1792	1000
17.18	BUFFALO, NY	15	1	1	2560	1500
16.87	BUFFALO, NY	10	1	1	2944	2500
41.16	BUFFALO, NY	15	4	1	3200	3000
20.50	BUFFALO, NY	25	1	1	3072	2000
22.52	BUFFALO, NY	25	1	1	4096	4000
55.78	ATLANTA, GA	15	3	1	11776	11500
39.78	BUFFALO, NY	15	4	1	2560	2500
17.22	BUFFALO, NY	15	1	1	2560	2500
60.37	ATLANTA, GA	20	4	1	12288	12000
28.05	BUFFALO, NY	30	2	1	5248	3500
48.08	SEATTLE, WA	65	3	1	2560	2500
39.69	LOS ANGELES, CA	15	4	1	2304	2000
39.98	DALLAS, TX	15	4	1	2688	1500
59.35	LOS ANGELES, CA	15	4	1	12288	12000
19.49	BUFFALO, NY	10	1	1	1792	1500
51.56	BUFFALO, NY	10	3	1	9984	9500
14.02	LOS ANGELES, CA	20	1	1	384	250
24.09	SEATTLE, WA	45	2	1	1664	1000
7.68	SAN JOSE, CA	15	1	1	768	500
24.09	SEATTLE, WA	45	2	1	1664	1000
41.02	BUFFALO, NY	15	3	1	7040	6500
9.88	LOS ANGELES, CA	20	1	1	384	250
227.55	SEATTLE, WA	320	8	1	32768	10000
7.00	BUFFALO, NY	20	1	1	512	500
5.62	SAN JOSE, CA	10	1	1	192	500
7.68	LOS ANGELES, CA	15	1	1	768	500
8.00	DALLAS, TX	20	1	1	1024	500
6.99	SEATTLE, WA	15	1	1	384	500
5.99	SEATTLE, WA	10	1	1	192	500
5.50	SAN JOSE, CA	5	1	1	1024	500
6.82	ATLANTA, GA	10	1	1	512	500
26.66	ATLANTA, GA	50	2	1	2048	2000
550.00	ATLANTA, GA	1000	12	1	49152	10000
3.99	ATLANTA, GA	5	1	1	128	250
999.99	ATLANTA, GA	2000	16	1	65536	20000
39.54	PISCATAWAY, NJ	10	2	1	8064	8000
50.83	SEATTLE, WA	70	4	1	2304	1500
14.03	BUFFALO, NY	15	1	1	3072	2000
19.08	BUFFALO, NY	15	2	1	2304	2000
28.40	BUFFALO, NY	15	3	1	2816	2500
17.82	BUFFALO, NY	35	1	1	896	500
17.52	BUFFALO, NY	15	1	1	2816	1500
53.43	LOS ANGELES, CA	15	4	1	9216	6000
42.04	DALLAS, TX	15	4	1	3712	3500
21.53	BUFFALO, NY	10	1	1	2816	2500
27.43	BUFFALO, NY	65	2	1	1024	500
8.95	SAN JOSE, CA	15	1	1	768	500
9.00	SAN JOSE, CA	15	1	1	768	500
9.05	SAN JOSE, CA	15	1	1	768	500
9.10	SAN JOSE, CA	10	1	1	768	500
13.00	SAN JOSE, CA	25	1	1	1536	1000
7.00	BUFFALO, NY	10	1	1	512	1000
7.68	BUFFALO, NY	15	1	1	768	1000
6.82	BUFFALO, NY	15	1	1	512	500
8.01	BUFFALO, NY	15	1	1	384	500
8.70	SAN JOSE, CA	15	1	1	512	500
11.60	SAN JOSE, CA	20	1	1	768	750
17.40	SAN JOSE, CA	30	1	2	1024	1000
34.80	SAN JOSE, CA	60	2	3	2048	2000
52.20	SAN JOSE, CA	91	3	3	4071	3001
8.00	SAN JOSE, CA	10	1	1	512	750
5.00	LOS ANGELES, CA	10	1	1	256	1000
15.50	BUFFALO, NY	30	2	1	1024	2000
24.00	BUFFALO, NY	35	2	1	2048	1000
4.72	ATLANTA, GA	3	1	1	1024	1000
9.99	ATLANTA, GA	5	2	1	1024	1000
9.99	CHICAGO, IL	5	2	1	512	1500
9.99	DALLAS, TX	5	2	1	768	1500
6.00	BUFFALO, NY	5	1	1	384	500
4.72	BUFFALO, NY	3	1	1	1024	1000
12.00	BUFFALO, NY	12	1	4	4096	1000
19.99	BUFFALO, NY	10	3	3	4096	2000
19.00	BUFFALO, NY	10	4	2	1024	1500
1.00	BUFFALO, NY	1	1	1	100	1
35.00	BUFFALO, NY	20	4	4	4096	4000
30.00	BUFFALO, NY	10	3	1	2048	1000
70.80	LOS ANGELES, CA	100	4	1	8192	8000
25.00	LOS ANGELES, CA	35	1	1	3072	3000
35.55	LOS ANGELES, CA	50	3	1	5120	5000
7.00	BUFFALO, NY	20	1	1	512	500
5.50	SAN JOSE, CA	5	1	1	1024	500
6.99	SEATTLE, WA	15	1	1	384	500
7.68	ATLANTA, GA	15	1	1	768	1000
7.68	LOS ANGELES, CA	15	1	1	768	500
5.99	SEATTLE, WA	10	1	1	192	500
8.00	DALLAS, TX	20	1	1	1024	500
3.99	ATLANTA, GA	5	1	1	128	250
190.28	SAN JOSE, CA	320	6	1	16384	10000
190.28	BUFFALO, NY	320	6	4	16384	10000
5.00	LOS ANGELES, CA	10	1	1	256	1000
12.73	BUFFALO, NY	10	1	1	896	500
38.35	BUFFALO, NY	10	2	1	7424	7000
40.08	DALLAS, TX	100	2	1	3712	2500
32.01	BUFFALO, NY	15	3	1	2432	1500
47.75	BUFFALO, NY	10	3	1	8320	8000
41.90	ATLANTA, GA	10	3	1	5376	5000
35.51	BUFFALO, NY	10	3	1	2176	2000
34.87	DALLAS, TX	10	3	1	1920	1500
21.21	SEATTLE, WA	35	2	1	1152	500
42.45	BUFFALO, NY	15	4	1	3968	3500
19.11	BUFFALO, NY	10	1	1	1536	1500
23.81	SEATTLE, WA	15	2	1	2176	2000
30.16	PISCATAWAY, NJ	15	3	1	1536	1000
28.26	LOS ANGELES, CA	70	2	1	1280	500
30.02	DALLAS, TX	15	4	1	2688	1500
22.24	BUFFALO, NY	10	2	1	1920	1500
14.98	BUFFALO, NY	15	1	1	2048	1000
32.55	DALLAS, TX	15	3	1	2688	2500
38.71	CHICAGO, IL	40	3	1	3200	2000
41.68	ATLANTA, GA	15	4	1	3584	2000
55.44	SEATTLE, WA	50	3	1	8064	8000
18.01	ATLANTA, GA	30	1	1	1536	1000
26.89	BUFFALO, NY	10	2	1	1664	1500
15.00	BUFFALO, NY	15	1	3	1536	1500
38.40	SAN JOSE, CA	60	2	3	2048	2000
11.92	SAN JOSE, CA	20	1	1	1024	750
6.90	PISCATAWAY, NJ	10	1	1	384	1000
11.18	CHICAGO, IL	10	1	1	1024	500
15.35	BUFFALO, NY	35	1	1	896	500
22.75	LOS ANGELES, CA	65	2	1	1664	1000
29.97	BUFFALO, NY	20	4	1	5248	3500
18.83	BUFFALO, NY	20	2	1	3712	2500
14.15	LOS ANGELES, CA	10	1	1	2944	3000
20.11	BUFFALO, NY	20	2	1	4608	3000
18.25	LOS ANGELES, CA	10	2	1	1152	1000
25.48	BUFFALO, NY	10	3	1	1280	500
19.24	DALLAS, TX	10	2	1	1792	1000
17.42	DALLAS, TX	10	1	1	1920	1500
21.45	LOS ANGELES, CA	50	2	1	2048	1500
26.19	BUFFALO, NY	10	3	1	1792	1500
13.76	LOS ANGELES, CA	25	1	1	1024	1000
26.46	BUFFALO, NY	10	3	1	1920	1000
23.46	BUFFALO, NY	10	2	1	1280	1000
24.72	BUFFALO, NY	10	2	1	2048	2000
33.45	BUFFALO, NY	10	2	1	11136	11000
26.15	BUFFALO, NY	10	3	1	1792	1500
34.21	ATLANTA, GA	10	4	1	2432	1500
26.34	BUFFALO, NY	10	3	1	1920	1500
14.72	BUFFALO, NY	15	1	1	2560	2500
13.74	LOS ANGELES, CA	30	1	1	640	500
17.91	DALLAS, TX	50	1	1	1408	500
19.00	CHICAGO, IL	20	2	1	3840	2500
9.00	BUFFALO, NY	15	1	1	512	500
13.00	BUFFALO, NY	25	1	1	1024	2000
15.00	BUFFALO, NY	25	1	2	1536	3000
43.96	SEATTLE, WA	45	4	1	4864	4500
46.11	BUFFALO, NY	5	3	1	11776	11500
35.63	ATLANTA, GA	10	4	1	3456	3000
32.25	BUFFALO, NY	10	3	1	2432	2000
11.10	CHICAGO, IL	10	1	1	1024	250
11.96	PISCATAWAY, NJ	10	1	1	1536	1000
16.41	LOS ANGELES, CA	10	1	1	1152	1000
31.00	BUFFALO, NY	10	3	1	4992	4500
36.20	BUFFALO, NY	10	3	1	5120	5000
32.46	LOS ANGELES, CA	10	3	1	2176	2000
19.21	BUFFALO, NY	10	2	1	1792	1000
13.18	CHICAGO, IL	15	1	1	1408	1000
25.65	BUFFALO, NY	10	3	1	1408	500
13.76	ATLANTA, GA	10	1	1	2688	2500
18.33	DALLAS, TX	20	2	1	3456	2500
27.20	LOS ANGELES, CA	20	4	1	3456	2500
15.99	BUFFALO, NY	30	1	2	1536	3000
8.49	BUFFALO, NY	15	1	1	512	1000
9.50	SAN JOSE, CA	15	1	1	768	500
14.50	SAN JOSE, CA	25	1	1	896	1000
6.70	PISCATAWAY, NJ	10	1	1	512	500
6.49	ATLANTA, GA	10	1	1	768	1000
13.49	ATLANTA, GA	20	1	2	1024	1500
5.00	BUFFALO, NY	15	1	1	192	1000
17.00	ATLANTA, GA	10	1	3	2048	2000
7.00	ATLANTA, GA	15	1	1	512	1000
4.99	BUFFALO, NY	10	1	1	384	500
6.30	BUFFALO, NY	15	1	1	384	1000
7.68	SAN JOSE, CA	15	1	1	768	500
6.99	BUFFALO, NY	15	1	1	384	1000
4.99	BUFFALO, NY	10	1	1	192	750
7.50	BUFFALO, NY	20	1	1	256	1500
8.00	BUFFALO, NY	20	1	1	512	1500
12.82	BUFFALO, NY	30	1	2	768	1000
50.00	SAN JOSE, CA	90	3	3	4072	3000
11.60	LOS ANGELES, CA	20	1	1	768	750
32.00	BUFFALO, NY	60	2	3	2048	2000
43.00	BUFFALO, NY	75	2	3	3072	2500
6.99	DALLAS, TX	10	1	1	512	1000
6.00	CHICAGO, IL	5	1	1	768	1000
7.30	SAN JOSE, CA	15	1	1	512	1000
6.00	BUFFALO, NY	10	1	1	512	1000
43.55	SEATTLE, WA	65	4	1	2816	1500
15.73	PISCATAWAY, NJ	10	1	1	768	500
44.63	BUFFALO, NY	10	4	1	9216	6000
13.62	DALLAS, TX	30	1	1	640	250
34.48	LOS ANGELES, CA	10	4	1	2688	2500
11.08	LOS ANGELES, CA	15	1	1	512	250
25.83	DALLAS, TX	20	4	1	2560	1500
52.16	SEATTLE, WA	50	4	1	9984	9500
16.18	BUFFALO, NY	15	1	1	3712	3500
19.42	BUFFALO, NY	10	2	1	1920	1500
26.54	BUFFALO, NY	10	3	1	2048	1000
20.19	BUFFALO, NY	10	2	1	2432	2000
26.31	SEATTLE, WA	20	4	1	2816	2000
16.73	BUFFALO, NY	10	1	1	1408	1000
11.90	BUFFALO, NY	10	1	1	1536	1500
12.60	BUFFALO, NY	10	1	1	1920	1500
18.70	ATLANTA, GA	10	2	1	1408	500
13.51	LOS ANGELES, CA	25	1	1	896	250
11.25	CHICAGO, IL	10	1	1	1152	1000
49.31	BUFFALO, NY	10	4	1	12288	12000
17.01	DALLAS, TX	10	1	1	1536	1500
13.46	BUFFALO, NY	10	1	1	2560	2500
16.74	ATLANTA, GA	10	1	1	2304	2000
15.01	CHICAGO, IL	25	1	1	2048	2000
22.25	LOS ANGELES, CA	10	2	1	1792	1500
14.97	BUFFALO, NY	10	1	1	3584	3500
27.00	SAN JOSE, CA	80	2	1	2560	1500
34.97	BUFFALO, NY	10	4	1	2944	1500
25.52	BUFFALO, NY	10	3	1	1280	500
17.85	CHICAGO, IL	10	1	1	2176	2000
24.63	DALLAS, TX	10	2	1	2048	2000
24.23	PISCATAWAY, NJ	10	1	1	6272	6000
12.64	DALLAS, TX	30	1	1	640	250
15.25	LOS ANGELES, CA	10	2	1	1408	1000
5.00	LOS ANGELES, CA	30	1	1	2048	400
9.95	LOS ANGELES, CA	5	1	1	8192	100
44.78	ATLANTA, GA	10	4	1	9216	6000
21.79	BUFFALO, NY	10	2	1	3456	3000
15.64	LOS ANGELES, CA	40	1	1	896	500
16.50	BUFFALO, NY	10	1	1	4480	4500
33.45	LOS ANGELES, CA	10	4	1	1920	1000
4.99	BUFFALO, NY	10	1	1	256	500
4.50	BUFFALO, NY	5	1	1	192	100
14.50	SAN JOSE, CA	30	1	1	1024	1000
6.50	BUFFALO, NY	15	1	1	896	1000
5.00	PISCATAWAY, NY	15	1	1	512	1000
88.88	BUFFALO, NY	88	8	8	8888	8888
33.33	BUFFALO, NY	35	6	3	6144	3000
3.90	BUFFALO, NY	7	1	1	192	500
12.00	SAN JOSE, CA	25	1	2	1024	1000
3.90	BUFFALO, NY	7	1	1	192	500
12.00	BUFFALO, NY	5	2	4	2048	100
8.00	BUFFALO, NY	80	8	1	8192	8
5.02	BUFFALO, NY	5	2	2	502	2000
2.00	BUFFALO, NY	20	2	1	2048	2000
